"gdlcode","ID","overlap_area_m2","gdl_area_m2","pct_overlap"
"SURr105","SUR001",120419406227.991,120508220531.168,0.999263002118975
"SVKr101","SVK001",2011498218.63328,2016997753.64123,0.997273405486931
"SVKr102","SVK001",14933198814.8105,14934011362.6363,0.999945590785623
"SVKr103","SVK001",16405263788.5335,16406484281.2042,0.999925609128091
"SVKr104","SVK001",15736336007.5678,15738214625.5672,0.999880633347298
"SWEr101","SWE001",2689488894.65057,7195045858.98185,0.373797324904216
"TLSr106","IDN007",165449196.865216,368484837.454039,0.448998656249601
"TUNr101","TUN002",1363679510.01788,2517676665.27916,0.541642034032463
"TUNr103","TUN002",12571455003.234,16298198162.0053,0.771340173820003
"TZAr203","TZA005",5561840885.06314,13204985599.7477,0.421192499079243
"TZAr204","TZA001",17975892310.4027,28035080207.6675,0.641192826175199
"TZAr205","TZA002",36406904359.8737,70125767768.2282,0.519165857551845
"TZAr206","TZA001",17609722552.1512,32583807525.4958,0.540443977836909
"TZAr206","TZA010",13405361369.5044,32583807525.4958,0.411411752878023
"TZAr207","TZA001",1625861728.0339,1639179624.11563,0.991875267429026
"TZAr208","TZA010",49065845299.8746,65105319511.7627,0.75363803860927
"TZAr209","TZA007",17591562847.457,17963043980.8458,0.97931970028104
"TZAr210","TZA011",60314365512.7395,63075889929.6327,0.956219017758228
"TZAr211","TZA002",17602662451.3512,57802205742.9743,0.304532711599691
"TZAr211","TZA003",29546125386.1856,57802205742.9743,0.511159133226967
"TZAr212","TZA003",16743581516.8496,59588698275.0739,0.280985858082647
"TZAr217","TZA004",11219205942.0225,40608393450.1032,0.276278005329314
"TZAr220","TZA004",15237380523.6441,21131387414.7798,0.721078092249953
"TZAr221","TZA008",475508565.341681,475508565.341657,1.00000000000005
"TZAr222","TZA008",898750629.596749,898750629.596699,1.00000000000006
"TZAr223","TZA008",246473020.530191,246473020.530209,0.999999999999925
"TZAr224","TZA008",560591589.96813,560591589.968843,0.999999999998729
"TZAr225","TZA008",494099701.229331,494099701.22936,0.99999999999994
"UGAr107","UGA004",15651932204.6314,15726089150.9696,0.995284463567115
"UGAr108","UGA002",8819356709.38232,30276241331.5836,0.291296287831546
"UGAr108","UGA003",20056190031.5623,30276241331.5836,0.662439891791987
"UKRr101","UKR001",66599952537.9981,115064557545.215,0.578805098275614
"UKRr101","UKR002",48464603836.5827,115064557545.215,0.421194891550671
"UKRr102","UKR002",100949922275.013,101147409626.574,0.998047529320916
"UKRr103","UKR002",89922691277.2093,143577442060.914,0.626300970308824
"UKRr104","UKR002",82507167321.7385,109720332596.641,0.751977007079036
"UKRr105","UKR001",130005946267.401,131717039067.699,0.987009328387509
"USAr127","USA001",230176752085.713,380906387823.563,0.604286930972477
"USAr128","USA001",69451903808.666,200205649017.088,0.346902817925673
"USAr135","USA001",96560274424.8533,183139077874.766,0.527251068124755
"USAr142","USA001",137573202871.216,199746892892.297,0.688737636311543
"USAr151","USA001",65800348247.9764,253299578589.342,0.259772829526314
"VNMr103","VNM001",35128583855.534,95121405482.2283,0.369302615719835
"VNMr106","VNM002",39641498454.5362,40276136891.7046,0.984242817555347
"ZAFr105","ZAF008",28909796162.0014,93282885307.7822,0.309915329769389
"ZAFr107","ZAF013",9918110678.25204,18178306559.1062,0.545601464361029
"ZMBr101","ZMB005",43101987835.4453,109069310182.214,0.395179796804785
"ZMBr103","ZMB005",44368154148.1816,50926373146.6624,0.871221557844031
"ZMBr104","ZMB001",19556327984.0038,49885987923.5308,0.392020461015653
"ZMBr105","ZMB004",6685416757.93065,25433451616.5251,0.262859200502179
"ZMBr105","ZMB005",7912141033.43393,25433451616.5251,0.311091909691609
"ZMBr106","ZMB005",49220806691.8939,164500526941.777,0.299213671876657
"ZMBr107","ZMB003",66389149352.5,125127217057.131,0.530573211119911
"ZMBr108","ZMB004",22293346359.2443,67554381800.6863,0.330005926558828
"ZWEr104","ZWE002",17628856211.8762,57338872157.5451,0.307450348228667
"ZWEr105","ZWE001",50934500326.5818,75444114134.8656,0.675128880637794
